【83V11】中学校学習指導要領（平成29年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
数学,824,(ｱ) 二次方程式の必要性と意味及びその解の意味を理解すること。,8350233131100000
数学,825,(ｲ) 因数分解したり平方の形に変形したりして二次方程式を解くこと。,8350233131200000
数学,826,(ｳ) 解の公式を知り，それを用いて二次方程式を解くこと。,8350233131300000
数学,827,イ　次のような思考力，判断力，表現力等を身に付けること。,8350233132000000
数学,828,(ｱ) 因数分解や平方根の考えを基にして，二次方程式を解く方法を考察し表現すること。,8350233132100000
数学,829,(ｲ) 二次方程式を具体的な場面で活用すること。,8350233132200000
数学,830,〔用語・記号〕,8350233140000000
数学,831,根号,8350233141000000
数学,832,有理数,8350233142000000
数学,833,無理数,8350233143000000
数学,834,因数,8350233144000000
数学,835,√,8350233145000000
数学,836,Ｂ　図形,8350233200000000
数学,837,(1) 図形の相似について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350233210000000
数学,838,ア　次のような知識及び技能を身に付けること。,8350233211000000
数学,839,(ｱ) 平面図形の相似の意味及び三角形の相似条件について理解すること。,8350233211100000
数学,840,(ｲ) 基本的な立体の相似の意味及び相似な図形の相似比と面積比や体積比との関係について理解すること。,8350233211200000
数学,841,イ　次のような思考力，判断力，表現力等を身に付けること。,8350233212000000
数学,842,(ｱ) 三角形の相似条件などを基にして図形の基本的な性質を論理的に確かめること。,8350233212100000
数学,843,(ｲ) 平行線と線分の比についての性質を見いだし，それらを確かめること。,8350233212200000
数学,844,(ｳ) 相似な図形の性質を具体的な場面で活用すること。,8350233212300000
数学,845,(2) 円周角と中心角の関係について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350233220000000
数学,846,ア　次のような知識及び技能を身に付けること。,8350233221000000
数学,847,(ｱ) 円周角と中心角の関係の意味を理解し，それが証明できることを知ること。,8350233221100000
数学,848,イ　次のような思考力，判断力，表現力等を身に付けること。,8350233222000000
数学,849,(ｱ) 円周角と中心角の関係を見いだすこと。,8350233222100000
数学,850,(ｲ) 円周角と中心角の関係を具体的な場面で活用すること。,8350233222200000
数学,851,(3) 三平方の定理について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350233230000000
数学,852,ア　次のような知識及び技能を身に付けること。,8350233231000000
数学,853,(ｱ) 三平方の定理の意味を理解し，それが証明できることを知ること。,8350233231100000
数学,854,イ　次のような思考力，判断力，表現力等を身に付けること。,8350233232000000
数学,855,(ｱ) 三平方の定理を見いだすこと。,8350233232100000
数学,856,(ｲ) 三平方の定理を具体的な場面で活用すること。,8350233232200000
数学,857,〔用語・記号〕,8350233240000000
数学,858,∽,8350233241000000
数学,859,Ｃ　関数,8350233300000000
数学,860,(1) 関数y＝ax^2について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350233310000000
数学,861,ア　次のような知識及び技能を身に付けること。,8350233311000000
数学,862,(ｱ) 関数y＝ax^2について理解すること。,8350233311100000
数学,863,(ｲ) 事象の中には関数y＝ax^2として捉えられるものがあることを知ること。,8350233311200000
数学,864,(ｳ) いろいろな事象の中に，関数関係があることを理解すること。,8350233311300000
数学,865,イ　次のような思考力，判断力，表現力等を身に付けること。,8350233312000000
数学,866,(ｱ) 関数y＝ax^2として捉えられる二つの数量について，変化や対応の特徴を見いだし，表，式，グラフを相互に関連付けて考察し表現すること。,8350233312100000
数学,867,(ｲ) 関数y＝ax^2を用いて具体的な事象を捉え考察し表現すること。,8350233312200000
数学,868,Ｄ　データの活用,8350233400000000
数学,869,(1) 標本調査について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350233410000000
数学,870,ア　次のような知識及び技能を身に付けること。,8350233411000000
数学,871,(ｱ) 標本調査の必要性と意味を理解すること。,8350233411100000
数学,872,(ｲ) コンピュータなどの情報手段を用いるなどして無作為に標本を取り出し，整理すること。,8350233411200000
